Product,TotalQuantitySold,TotalRevenue,CurrentStock,ReorderLevel,LowStockAlert
SET/6 PURPLE BUTTERFLY T-LIGHTS,1257,2482.26,148,50,NO
SET/6 RED SPOTTY PAPER CUPS,9481,5657.21,299,50,NO
SET/6 RED SPOTTY PAPER PLATES,10926,7957.799999999999,332,50,NO
SET/6 SILVER REINDEER T-LIGHTS,242,252.2,119,50,NO
SET/6 STRAWBERRY PAPER CUPS,13284,1506.6000000000001,345,50,NO
SET/6 STRAWBERRY PAPER PLATES,12806,1504.94,316,50,NO
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2429,4686.530000000001,201,50,NO
SET/6 WOODLAND PAPER CUPS,13712,1843.1200000000001,193,50,NO
SET/6 WOODLAND PAPER PLATES,13668,1817.16,335,50,NO
SET/9 CHRISTMAS T-LIGHTS SCENTED ,689,833.89,383,50,NO
SET3 BOOK BOX GREEN GINGHAM FLOWER ,1703,6620.75,207,50,NO
SEWING BOX RETROSPOT DESIGN ,174,2793.2999999999997,76,50,NO
SEWING SUSAN 21 NEEDLE SET,1792,1341.76,50,50,NO
SHAKER THROW  QUILTED,52,811.8,103,50,NO
SHOE SHINE BOX ,188,1847.3999999999999,171,50,NO
SHOPPING BAG DOORSTOP,69,104.25,492,50,NO
"SILICON CUBE 25W, BLUE",1,0.42,55,50,NO
SILICON STAR BULB  BLUE,12,5.04,232,50,NO
SILK PURSE BABUSHKA BLUE,281,941.35,433,50,NO
SILK PURSE BABUSHKA PINK,410,1373.5,427,50,NO
SILK PURSE BABUSHKA RED,512,1691.2,383,50,NO
SILK PURSE RUSSIAN DOLL BLUE,371,1218.8500000000001,125,50,NO
SILK PURSE RUSSIAN DOLL PINK,447,1449.45,433,50,NO
SILK PURSE RUSSIAN DOLL RED,575,1854.25,361,50,NO
SILVER  CANDLEPOT JARDIN ,244,914.2,239,50,NO
SILVER 2 STRAND NECKLACE-LEAF CHARM,6,45.0,410,50,NO
SILVER APERITIF GLASS,79,162.32000000000002,182,50,NO
SILVER BLACK ORBIT BRACELET,6,29.7,458,50,NO
SILVER BLACK ORBIT DROP EARRINGS,8,34.0,239,50,NO
SILVER BLUE EGG T-LIGHT HOLDER,483,189.89,289,50,NO
SILVER BOOK MARK WITH BEADS,68,57.8,139,50,NO
SILVER BRACELET W PASTEL FLOWER,36,265.0,413,50,NO
SILVER CHARM NECKLACE 70CM,60,450.0,355,50,NO
SILVER CHERRY LIGHTS,59,338.45000000000005,419,50,NO
SILVER CHRISTMAS TREE BAUBLE STAND ,174,2833.2999999999997,201,50,NO
SILVER DIAMANTE PEN IN GIFT BOX,428,858.6,498,50,NO
SILVER DISCO HANDBAG,161,312.55,125,50,NO
SILVER DROP EARRINGS WITH FLOWER,24,90.0,236,50,NO
SILVER FABRIC MIRROR,408,278.4,224,50,NO
SILVER FINCH DECORATION,187,206.39000000000001,89,50,NO
SILVER FISHING GNOME ,60,377.0,63,50,NO
SILVER FLOWR PINK SHELL NECKLACE,8,60.0,348,50,NO
SILVER GLASS T-LIGHT SET,139,410.05000000000007,320,50,NO
SILVER GLITTER FLOWER VOTIVE HOLDER,1489,478.85,247,50,NO
SILVER HANGING T-LIGHT HOLDER,7258,11254.5,203,50,NO
SILVER HANGING T-LIGHT HOLDER DOME,268,442.2,126,50,NO
SILVER HEART COMPACT MIRROR,7,26.25,103,50,NO
SILVER HOOP EARRINGS WITH FLOWER,29,172.55,357,50,NO
SILVER JEWELLED MIRROR TRINKET TRAY,29,288.54999999999995,269,50,NO
SILVER LARIAT 40CM,10,127.5,382,50,NO
SILVER LARIAT BLACK STONE EARRINGS,13,55.25,460,50,NO
SILVER LATTICE VANILLA CANDLE POT,484,1796.28,40,50,YES
SILVER LOOKING MIRROR,9,44.55,215,50,NO
SILVER M.O.P ORBIT BRACELET,14,69.3,197,50,NO
SILVER M.O.P ORBIT DROP EARRINGS,16,68.0,436,50,NO
SILVER MINI TAPE MEASURE ,1379,1079.85,494,50,NO
SILVER MONTE CARLO HANDBAG,8,68.0,26,50,YES
SILVER MUG BONE CHINA TREE OF LIFE,522,992.3,89,50,NO
SILVER OVAL JEWELLED MIRROR,21,124.95,146,50,NO
SILVER OVAL SHAPE TRINKET BOX,19,189.04999999999998,418,50,NO
SILVER PHOTO FRAME,221,344.09999999999997,485,50,NO
SILVER PLATE CANDLE BOWL LARGE,446,1619.58,179,50,NO
SILVER PLATE CANDLE BOWL SMALL,576,1699.2000000000003,267,50,NO
SILVER PURSE GOLD PINK BUTTERFLY,4,6.6,222,50,NO
SILVER RETRODISC LAMPSHADE,605,1211.75,167,50,NO
SILVER ROCCOCO CHANDELIER,58,968.3,491,50,NO
SILVER ROCOCO CANDELABRA,7,89.25,162,50,NO
SILVER ROCOCO CANDLE STICK,54,297.3,451,50,NO
SILVER SKULL HOT WATER BOTTLE ,179,662.61,218,50,NO
SILVER SLEIGHBELL  WREATH,18,143.1,424,50,NO
SILVER STANDING GNOME   ,41,174.25,445,50,NO
SILVER T-LIGHT SETTING,120,758.0,173,50,NO
SILVER TEDDY BEAR,161,363.75,395,50,NO
SILVER VANILLA  FLOWER CANDLE POT,246,885.06,403,50,NO
SILVER VANILLA FLOWER CANDLE POT,240,898.56,161,50,NO
SILVER WASHBAG,30,88.50000000000001,332,50,NO
SILVER WINE GOBLET,2,9.3,184,50,NO
SILVER/AMETHYST DROP EARRINGS LEAF,24,70.80000000000001,333,50,NO
SILVER/BLACK ORBIT NECKLACE,19,189.04999999999998,40,50,YES
SILVER/BLACK PENDANT ORBIT NECKLACE,6,51.0,101,50,NO
SILVER/CRYSTAL DROP EARRINGS W LEAF,12,35.400000000000006,88,50,NO
SILVER/M.O.P PENDANT ORBIT NECKLACE,8,68.0,150,50,NO
SILVER/MOP ORBIT NECKLACE,20,199.0,106,50,NO
SILVER/NAT SHELL NECKLACE W PENDANT,1,5.95,237,50,NO
SILVER/NATURAL SHELL NECKLACE,11,93.5,440,50,NO
SINGLE HEART ZINC T-LIGHT HOLDER,10882,9707.18,491,50,NO
SIX STRING SCANDINAVIAN HEART DECS,83,244.85000000000002,324,50,NO
SKULL AND CROSSBONES  GARLAND ,2513,3828.0499999999997,422,50,NO
SKULL DESIGN TV DINNER TRAY,417,1866.5500000000002,390,50,NO
SKULL LUNCH BOX WITH CUTLERY ,1711,4087.65,364,50,NO
SKULL LUNCHBOX WITH CUTLERY ,250,592.5,360,50,NO
SKULL SHOULDER BAG,1991,3109.15,403,50,NO
SKULLS  DESIGN  COTTON TOTE BAG,874,1139.8999999999999,415,50,NO
SKULLS  STICKERS,3693,2912.85,464,50,NO
SKULLS  WATER TRANSFER TATTOOS ,3932,3123.0,444,50,NO
SKULLS AND CROSSBONES WRAP,3315,1360.3,180,50,NO
SKULLS DESIGN FLANNEL,1161,556.65,197,50,NO
SKULLS GREETING CARD,3038,1214.76,136,50,NO
SKULLS PARTY BAG + STICKER SET,3103,4734.349999999999,215,50,NO
SKULLS SQUARE TISSUE BOX,222,277.5,402,50,NO
SKULLS STORAGE BOX LARGE,383,740.09,346,50,NO
SKULLS STORAGE BOX SMALL,373,551.7,105,50,NO
SKULLS TAPE,330,213.3,308,50,NO
SKULLS WRAP,3350,1403.0,100,50,NO
SKULLS WRITING SET ,992,1634.4,171,50,NO
SKY BLUE COLOUR GLASS GEMS IN BAG,84,56.28,80,50,NO
SLATE TILE NATURAL HANGING,2373,3790.65,80,50,NO
SLEEPING CAT ERASERS,5656,1165.26,373,50,NO
SMALL BLUE PROVENCAL CERAMIC BALL,27,44.55,47,50,YES
SMALL CAMPHOR WOOD FIELD  MUSHROOM,358,383.09999999999997,461,50,NO
SMALL CHINESE STYLE SCISSOR,17041,5503.22,62,50,NO
SMALL CHOCOLATES PINK BOWL,310,387.5,188,50,NO
SMALL CHUNKY GLASS ROMAN  BOWL,521,854.5500000000001,442,50,NO
SMALL DOLLY MIX DESIGN ORANGE BOWL,1069,1290.65,105,50,NO
SMALL FAIRY CAKE FRIDGE MAGNETS,12236,6875.0,196,50,NO
SMALL FOLDING SCISSOR(POINTED EDGE),251,62.75,36,50,YES
SMALL FOLKART CHRISTMAS TREE DEC,135,34.62,117,50,NO
SMALL FOLKART STAR CHRISTMAS DEC,1036,435.12,473,50,NO
SMALL GLASS HEART TRINKET POT,6928,13480.800000000001,217,50,NO
SMALL GLASS ROSE SCENTED CANDLE,4,15.0,117,50,NO
SMALL GLASS SUNDAE DISH CLEAR,259,427.35,84,50,NO
SMALL GREEN PEONY FOLDING STOOL,262,602.6,349,50,NO
SMALL HAMMERED SILVER CANDLEPOT ,495,1457.8500000000001,360,50,NO
SMALL HANGING GLASS+ZINC LANTERN,166,240.7,24,50,YES
SMALL HANGING IVORY/RED WOOD BIRD,3207,1321.02,21,50,YES
SMALL HEART FLOWERS HOOK ,4639,3761.7099999999996,41,50,YES
SMALL HEART MEASURING SPOONS,3495,2927.72,131,50,NO
SMALL KITCHEN FLOWER POTS PLAQUE,337,582.15,76,50,NO
SMALL LICORICE DES PINK BOWL,493,602.57,85,50,NO
SMALL MARAKESH LANTERN ON STICK,55,206.25,349,50,NO
SMALL MARAKESH METAL  LANTERN ,114,354.5,117,50,NO
SMALL MARSHMALLOWS PINK BOWL,891,1072.71,163,50,NO
SMALL MEDINA STAMPED METAL BOWL ,940,723.4,387,50,NO
SMALL ORIENTAL BLUE FOLDING STOOL,282,615.4,454,50,NO
SMALL ORIENTAL RED FOLDING STOOL,237,540.75,144,50,NO
SMALL PINK GLASS SUNDAE DISH,180,297.0,186,50,NO
SMALL PINK MAGIC CHRISTMAS TREE,1097,594.05,105,50,NO
SMALL PINK PEONY FOLDING STOOL,189,401.3,95,50,NO
SMALL POLKADOT CHOCOLATE GIFT BAG ,482,409.7,363,50,NO
"SMALL POP BOX,FUNKY MONKEY",309,347.85,443,50,NO
SMALL POPCORN HOLDER,25703,19518.21,313,50,NO
SMALL PURPLE BABUSHKA NOTEBOOK ,2007,1646.67,463,50,NO
SMALL RED BABUSHKA NOTEBOOK ,1904,1559.12,78,50,NO
SMALL RED RETROSPOT MUG IN BOX ,566,2096.58,157,50,NO
SMALL RED RETROSPOT WINDMILL,1923,2298.87,118,50,NO
SMALL RED SPOT  WINDMILL,742,886.46,211,50,NO
SMALL REGAL  SILVER CANDLEPOT ,261,769.9500000000002,262,50,NO
SMALL RETRO SPOT MUG IN BOX  RED,317,1188.75,338,50,NO
SMALL RETRO SPOT MUG IN BOX  WHITE,379,1395.33,68,50,NO
SMALL ROUND CUT GLASS CANDLESTICK,140,648.2,467,50,NO
SMALL SILVER FLOWER CANDLE POT,307,896.0500000000001,51,50,NO
SMALL SILVER TRELLIS CANDLEPOT,532,1569.4000000000003,410,50,NO
SMALL SINGLE FLAME CANDLE HOLDER,18,6.299999999999999,296,50,NO
SMALL SKULL WINDMILL,1546,1761.5,39,50,YES
SMALL SPOTTY CHOCOLATE GIFT BAG ,1049,881.5699999999999,173,50,NO
SMALL SQUARE CUT GLASS CANDLESTICK,69,341.55,402,50,NO
SMALL STRIPES CHOCOLATE GIFT BAG ,1600,839.68,87,50,NO
SMALL TAHITI BEACH BAG,457,1802.49,385,50,NO
SMALL TALL CAMPHOR WOOD TOADSTOOL,393,426.45,391,50,NO
SMALL WHITE RETROSPOT MUG IN BOX ,430,1586.58,233,50,NO
SMALL WHITE/PINK ROSE ART FLOWER,281,171.97,162,50,NO
SMALL YELLOW BABUSHKA NOTEBOOK ,1283,1068.71,395,50,NO
SMALL ZINC/GLASS CANDLEHOLDER,392,261.52,251,50,NO
SMALLFOLKART BAUBLE CHRISTMAS DEC,2929,733.38,232,50,NO
SMOKEY GREY COLOUR D.O.F. GLASS,112,72.8,98,50,NO
SNOWFLAKE PORTABLE TABLE LIGHT ,364,1073.8000000000002,233,50,NO
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,935,757.31,135,50,NO
SOAP DISH BROCANTE,419,1178.45,111,50,NO
SOFT PINK ROSE TOWEL ,77,358.05,289,50,NO
SOLDIERS EGG CUP ,568,710.0,430,50,NO
SOMBRERO ,5149,6728.15,400,50,NO
SPACE BOY BIRTHDAY CARD,805,333.78000000000003,187,50,NO
SPACE BOY GIFT WRAP,775,325.5,77,50,NO
SPACE CADET BLACK,88,106.2,303,50,NO
SPACE CADET RED,109,132.45,45,50,YES
SPACE CADET WHITE,105,129.35,388,50,NO
SPACE FROG,132,165.0,466,50,NO
SPACE OWL,258,322.5,85,50,NO
SPACEBOY BIRTHDAY CARD,8556,3400.56,428,50,NO
SPACEBOY CHILDRENS EGG CUP,104,130.0,267,50,NO
SPACEBOY GIFT WRAP,7265,2993.3,273,50,NO
SPACEBOY LUNCH BOX ,6723,12130.65,406,50,NO
SPACEBOY TV DINNER TRAY,652,2929.0,475,50,NO
SPHERICAL IVORY CANDLE ,82,34.44,63,50,NO
SPOTS DESIGN MUG W PINK INSIDE,784,1129.44,116,50,NO
SPOTS MUG,426,744.2999999999998,61,50,NO
SPOTS ON RED BOOKCOVER TAPE,46,19.32,246,50,NO
SPOTTED WHITE NATURAL SEED NECKLACE,5,29.75,281,50,NO
SPOTTY  HOME SWEET HOME DOORMAT,650,3785.5,186,50,NO
SPOTTY COCKEREL DOORSTOP,1,4.25,455,50,NO
SPOTTY COFFEE CUP & SAUCER,28,82.60000000000001,298,50,NO
SPOTTY PINK DUCK DOORSTOP,362,1277.58,108,50,NO
SPRIG LAVENDER ARTIFICIAL FLOWER,447,359.55,398,50,NO
"SPRING DEC , HANGING CHICK  GREEN",1087,1396.1499999999999,197,50,NO
"SPRING DEC , HANGING CHICK  YELLOW",1550,2009.8999999999999,446,50,NO
"SPRING DEC , HANGING CHICK CREAM",1872,2419.2,422,50,NO
SPRING FLOWER CHOPSTICKS SET/5,857,1581.1499999999999,216,50,NO
SQUARE CHERRY BLOSSOM CABINET,327,1561.65,326,50,NO
SQUARE FLOOR CUSHION VINTAGE PINK ,5,39.75,286,50,NO
SQUARE FLOOR CUSHION VINTAGE RED,47,373.65000000000003,287,50,NO
SQUARE METAL CANDLEHOLDER BASE,125,75.53,93,50,NO
SQUARE MIRROR CURTAIN,207,1434.18,27,50,YES
SQUARECUSHION COVER PINK UNION FLAG,57,384.75,427,50,NO
ST GEORGE SET OF 10 PARTY LIGHTS,49,144.55,495,50,NO
ST TROPEZ NECKLACE,8,39.6,316,50,NO
STANDING FAIRY POLE SUPPORT ,431,347.63,183,50,NO
STANDING METAL RABBIT WITH EGG,657,1168.2,104,50,NO
STAR  T-LIGHT HOLDER ,502,725.5,91,50,NO
STAR DECORATION PAINTED ZINC ,1386,872.1,74,50,NO
STAR DECORATION RUSTIC,3558,1494.3600000000001,412,50,NO
STAR PORTABLE TABLE LIGHT ,1106,3089.9000000000005,66,50,NO
STAR WOODEN CHRISTMAS DECORATION,2221,1837.93,418,50,NO
STARFISH SOAP DISH,102,260.09999999999997,451,50,NO
STARS GIFT TAPE ,733,475.25000000000006,257,50,NO
STEEL SWEETHEART ROUND TABLE CREAM,96,1400.55,123,50,NO
STRAWBERRIES  DESIGN FLANNEL ,1305,679.05,229,50,NO
STRAWBERRIES PRINT BOWL,5,6.25,61,50,NO
STRAWBERRY   PICNIC BAG,2221,6171.95,335,50,NO
STRAWBERRY BATH SPONGE ,2237,2705.05,487,50,NO
STRAWBERRY CAKE TEAPOT,16,79.2,473,50,NO
STRAWBERRY CANDY BAG,1659,524.25,287,50,NO
STRAWBERRY CERAMIC TRINKET BOX,25330,29694.86,405,50,NO
STRAWBERRY CHARLOTTE BAG,7768,6195.9,282,50,NO
STRAWBERRY DREAM CHILDS UMBRELLA,484,1534.0,355,50,NO
STRAWBERRY FAIRY CAKE TEAPOT,1471,7018.25,406,50,NO
STRAWBERRY HONEYCOMB  GARLAND ,851,1394.55,384,50,NO
STRAWBERRY LUNCH BOX WITH CUTLERY,2768,6666.0,278,50,NO
STRAWBERRY LUNCHBOX WITH CUTLERY,1402,3236.7,302,50,NO
STRAWBERRY RAFFIA FOOD COVER,740,2659.8,133,50,NO
STRAWBERRY SCENTED SET/9 T-LIGHTS,815,661.55,382,50,NO
STRAWBERRY SHOPPER BAG,3332,3938.9,59,50,NO
STRAWBERY SWIRL FLARE CANDLE,24,50.400000000000006,436,50,NO
STRAWBRY SCENTED VOTIVE CANDLE,1320,353.99999999999994,239,50,NO
STRING CRYSTALS NATURAL,272,340.0,148,50,NO
STRING OF 20 ROSE LIGHTS,262,2962.5,27,50,YES
"STRING OF 8 BUTTERFLIES,PINK",340,538.05,120,50,NO
STRING OF STARS CARD HOLDER,238,620.5000000000001,435,50,NO
STRIPES DESIGN MONKEY DOLL,1288,1543.8,399,50,NO
STRIPES DESIGN TEDDY,110,280.5,195,50,NO
STRIPEY CHOCOLATE NESTING BOXES,604,1346.6000000000001,126,50,NO
STRIPY DESIGN SHOWER CAP,890,421.29999999999995,120,50,NO
SUKI  SHOULDER BAG,3285,5118.25,279,50,NO
SUMMER BUTTERFLIES BAG CHARM,31,79.05,497,50,NO
SUMMER DAISIES BAG CHARM,18,45.9,473,50,NO
SUMMER FUN DESIGN SHOWER CAP,978,346.97999999999996,385,50,NO
SUNFLOWER DECORATIVE PARASOL,40,510.0,265,50,NO
SUNSET CHECK HAMMOCK,124,949.8000000000001,294,50,NO
SUNSET COLOUR CHUNKY KNITTED THROW,28,474.59999999999997,51,50,NO
SWALLOW CIGAR BOX MATCHES ,1390,1628.06,156,50,NO
SWALLOW GIANT TUBE MATCHES,1115,2573.25,31,50,YES
SWALLOW SMALL TUBE MATCHES,1,1.65,414,50,NO
SWALLOW SQUARE TISSUE BOX,460,515.24,321,50,NO
SWALLOW WOODEN CHRISTMAS DECORATION,1699,1419.19,394,50,NO
SWALLOWS GREETING CARD,7135,2882.94,35,50,YES
SWEET PUDDING STICKER SHEET,230,195.5,148,50,NO
SWEET VALENCIA CANDLE+CUP,131,154.63,82,50,NO
SWEETHEART CAKESTAND 3 TIER,449,4206.55,128,50,NO
SWEETHEART CARRY-ALL BASKET,260,2169.2,394,50,NO
SWEETHEART CERAMIC TRINKET BOX,12932,15168.64,40,50,YES
SWEETHEART CREAM STEEL FOLDIN BENCH,203,4049.85,177,50,NO
SWEETHEART CREAM STEEL FOLDIN CHAIR,1,14.95,288,50,NO
SWEETHEART CREAM STEEL TABLE RECT,127,2533.65,181,50,NO
SWEETHEART KEY CABINET,1478,8201.7,279,50,NO
SWEETHEART RECIPE BOOK STAND,416,2705.6,431,50,NO
SWEETHEART WIRE FRUIT BOWL,45,372.3,121,50,NO
SWEETHEART WIRE MAGAZINE RACK,72,558.0,242,50,NO
SWEETHEART WIRE WALL TIDY,30,301.7,78,50,NO
SWEETIES  STICKERS,786,668.1,266,50,NO
SWIRLY CIRCULAR RUBBERS IN BAG,583,191.5,147,50,NO
SWISS CHALET TREE DECORATION ,538,374.74,302,50,NO
"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",440,1262.0000000000002,344,50,NO
"SWISS ROLL TOWEL, PINK  SPOTS",840,2444.4000000000005,44,50,YES
T-LIGHT GLASS FLUTED ANTIQUE,1789,2099.4500000000003,150,50,NO
T-LIGHT HOLDER HANGING LACE,1424,1704.76,372,50,NO
T-LIGHT HOLDER SWEETHEART HANGING,391,740.85,215,50,NO
T-LIGHT HOLDER WHITE LACE,742,593.26,300,50,NO
TABLE LAMP WHITE SHADE WOOD BASE,137,682.55,423,50,NO
TABLECLOTH RED APPLES DESIGN ,257,2099.5,437,50,NO
TALL ROCOCO CANDLE HOLDER,39,331.5,173,50,NO
TEA BAG PLATE RED RETROSPOT,1249,1014.85,401,50,NO
TEA BAG PLATE RED SPOTTY ,6866,5496.02,152,50,NO
TEA COSY BLUE STRIPE,370,916.5,246,50,NO
TEA COSY RED  STRIPE,916,2144.1,208,50,NO
TEA COSY VINTAGE UNION JACK,988,3885.93,495,50,NO
TEA CUP AND SAUCER RETRO SPOT,614,2218.98,496,50,NO
TEA FOR ONE POLKADOT,233,966.25,284,50,NO
TEA PARTY  WRAPPING PAPER ,4100,1674.0,391,50,NO
TEA PARTY BIRTHDAY CARD,6751,2738.22,453,50,NO
TEA TIME BREAKFAST BASKET,170,357.0,153,50,NO
TEA TIME CAKE STAND IN GIFT BOX,2384,23784.8,230,50,NO
TEA TIME DES TEA COSY,1230,2902.05,79,50,NO
TEA TIME KITCHEN APRON,1563,8192.25,447,50,NO
TEA TIME MUG IN GIFT BOX,806,2300.9,396,50,NO
TEA TIME OVEN GLOVE,3064,3683.7,414,50,NO
TEA TIME PAPER LANTERNS,334,630.5,469,50,NO
TEA TIME PARTY BUNTING,3351,13950.45,450,50,NO
TEA TIME TABLE CLOTH,752,7252.8,383,50,NO
TEA TIME TEA SET IN GIFT BOX,337,2318.15,383,50,NO
TEA TIME TEA TOWELS ,2541,7318.35,476,50,NO
TEA TIME TEAPOT IN GIFT BOX,489,4194.11,232,50,NO
TEACUP AND SAUCER REGENCY GREEN,174,472.5,235,50,NO
TEACUP AND SAUCER REGENCY PINK,144,384.0,245,50,NO
TEACUP AND SAUCER REGENCY ROSES,210,566.7,489,50,NO
TEAL/FUSCHIA COL BEAD NECKLACE,9,44.55,150,50,NO
TEATIME CAKE TIN WITH HANDLE,230,2168.5,95,50,NO
TEATIME FUNKY FLOWER BACKPACK FOR 2,4,67.8,495,50,NO
TEATIME GEL PENS ASST,2640,460.8,305,50,NO
TEATIME PEN CASE & PENS,9886,989.9799999999999,493,50,NO
TEATIME PENCIL W STAMP ASST,938,82.2,296,50,NO
TEATIME PENCIL WITH RUBBER,122,30.5,175,50,NO
TEATIME PUSH DOWN RUBBER,343,144.06,267,50,NO
TEATIME ROUND CAKE TINS ,4,39.8,237,50,NO
TEATIME ROUND PENCIL SHARPENER ,1977,311.94,209,50,NO
TEXRIO TOMATOES CANDLE+CUP,118,142.94,436,50,NO
THE KING GIFT BAG,8066,542.74,488,50,NO
THE KING GIFT BAG 25x24x12cm,60,25.2,182,50,NO
THREE CANVAS LUGGAGE TAGS,25,17.55,199,50,NO
TIGRIS EYE CHUNKY CHARM BRACELET,27,241.64999999999998,53,50,NO
TIN CAN BISCUITS DESIGN,48,60.0,60,50,NO
TIN CAN CONFECTIONERY DESIGN,12,15.0,326,50,NO
TIN CAN HOUSEKEEPING DESIGN,24,30.0,450,50,NO
TIN CAN KINGS CHOICE DESIGN,36,45.0,357,50,NO
TIN CAN POCKET MONEY DESIGN,24,30.0,333,50,NO
TINY CRYSTAL BRACELET BLUE,17,43.35,94,50,NO
TINY CRYSTAL BRACELET GREEN,17,43.35,460,50,NO
TINY CRYSTAL BRACELET RED,18,45.9,298,50,NO
TINY CRYSTALS BRACELET BLACK,6,15.3,195,50,NO
TOADSTOOL MONEY BOX,1080,3126.0000000000005,403,50,NO
TOAST ITS - BEST MUM,1705,1977.65,169,50,NO
TOAST ITS - DINOSAUR,1295,1611.67,292,50,NO
TOAST ITS - FAIRY FLOWER,862,1070.3,344,50,NO
TOAST ITS - HAPPY BIRTHDAY,715,886.55,127,50,NO
TOAST ITS - I LOVE YOU ,2633,3109.25,158,50,NO
TOILET METAL SIGN,4435,2373.29,369,50,NO
TOMATO CHARLIE+LOLA COASTER SET,668,1767.4,290,50,NO
TOOL BOX SOFT TOY ,186,1664.7,366,50,NO
TOOTHPASTE TUBE PEN,1127,702.5500000000001,438,50,NO
TOP SECRET PEN SET,1164,1174.1999999999998,308,50,NO
TOTE BAG I LOVE LONDON,467,929.86,231,50,NO
TOXIC AREA  DOOR HANGER ,913,782.17,400,50,NO
TOY TIDY DOLLY GIRL DESIGN,669,1310.9,291,50,NO
TOY TIDY PINK POLKADOT,1385,2690.0,437,50,NO
TOY TIDY PINK RETROSPOT  ,4279,8393.1,85,50,NO
TOY TIDY SPACEBOY  ,3517,6809.15,443,50,NO
TOYBOX  WRAP ,1075,451.5,267,50,NO
TRADITIONAL CHRISTMAS RIBBONS,3063,3774.0299999999997,175,50,NO
TRADITIONAL KNITTING NANCY,2497,3522.25,66,50,NO
TRADITIONAL MODELLING CLAY,6749,7955.17,442,50,NO
TRADITIONAL WOODEN CATCH CUP GAME ,4460,5283.92,473,50,NO
TRADITIONAL WOODEN SKIPPING ROPE,3896,4703.5599999999995,220,50,NO
TRANQUILITY MASALA INCENSE,242,50.82,167,50,NO
TRANSPARENT ACRYLIC TAPE DISPENSER,881,230.45,143,50,NO
TRAVEL SEWING KIT,4707,7432.15,20,50,YES
"TRAY FOR TV DINNER , DOLLY GIRL",6,29.700000000000003,475,50,NO
"TRAY FOR TV DINNER ,SPACEBOY",6,29.700000000000003,266,50,NO
"TRAY, BREAKFAST IN BED",79,964.05,362,50,NO
TREE OF NOAH FESTIVE SCENTED CANDLE,50,32.5,147,50,NO
TRELLIS FLOWER CHOPSTICKS SET/5,24,46.8,210,50,NO
TRIANGULAR POUFFE VINTAGE ,65,918.9499999999999,86,50,NO
TRIANGULAR RIDGED GLASS POSY HOLDER,766,475.1,23,50,YES
TRIPLE PHOTO FRAME CORNICE ,233,2271.95,461,50,NO
TROPICAL  HONEYCOMB PAPER GARLAND ,1467,3341.25,428,50,NO
TROPICAL HOLIDAY PURSE ,25,73.75,322,50,NO
TROPICAL LUGGAGE TAG,1632,459.0,313,50,NO
TROPICAL PASSPORT COVER ,231,360.1,162,50,NO
TUB 24 HANGING EASTER EGGS SPOTTY,360,1177.2,210,50,NO
TUB 24 PINK FLOWER PEGS,333,549.45,40,50,YES
"TUMBLER, BAROQUE",431,333.15000000000003,246,50,NO
"TUMBLER, ENGLISH ROSE",151,249.15,332,50,NO
"TUMBLER, NEW ENGLAND",336,554.4,136,50,NO
TURQ ICE CREAM BUM BAG ,238,371.9,456,50,NO
TURQ PENDANT TRIPLE SHELL NECKLACE,3,14.850000000000001,321,50,NO
TURQ STONE/CRYSTAL EARRINGS,6,17.700000000000003,161,50,NO
TURQ+RED BOUDICCA LARGE BRACELET,40,278.0,479,50,NO
TURQOISE ICE CREAM SUNHAT,289,304.09000000000003,420,50,NO
TURQUOISE BERTIE GLASS BEAD CHARM,15,31.500000000000004,58,50,NO
TURQUOISE CHRISTMAS TREE ,14,17.5,412,50,NO
TURQUOISE CRYSTAL+GLASS BRACELET,21,103.95,374,50,NO
TURQUOISE GLASS TASSLE BAG CHARM ,44,129.8,271,50,NO
TURQUOISE HEART OF GLASS BRACELET,16,95.2,352,50,NO
TV DINNER TRAY AIR HOSTESS ,205,979.0500000000001,226,50,NO
TV DINNER TRAY DOLLY GIRL,758,3420.1,229,50,NO
TV DINNER TRAY VINTAGE PAISLEY,312,1425.2,134,50,NO
TWO DOOR CURIO CABINET,589,6798.45,244,50,NO
TWO EMBOSSED HEART MINI DRAWERS,676,1544.2,153,50,NO
This is a test product.,51,226.0,270,50,NO
UBO-LIGHT TRIOBASE BLUE,1,0.85,238,50,NO
UNION FLAG WINDSOCK,671,763.51,426,50,NO
UNION JACK FLAG LUGGAGE TAG,1147,1429.19,462,50,NO
UNION JACK FLAG PASSPORT COVER ,955,1897.26,110,50,NO
UNION JACK GUNS & ROSES  DOORMAT,747,3737.4500000000003,373,50,NO
UNION JACK HOT WATER BOTTLE ,604,3490.8,395,50,NO
UNION STRIPE CUSHION COVER ,787,960.95,65,50,NO
UNION STRIPE WITH FRINGE  HAMMOCK,525,3973.75,57,50,NO
URBAN BLACK RIBBONS ,1188,1144.08,161,50,NO
URBAN CHIC CHOPSTICKS SET/5,397,744.15,119,50,NO
UTILTY CABINET WITH HOOKS,175,3576.25,347,50,NO
VANILLA CANDLE IN EMBOSSED ZINC POT,10,16.9,209,50,NO
VANILLA INCENSE 40 CONES IN TIN,66,77.7,54,50,NO
VANILLA INCENSE IN TIN,1986,1336.98,166,50,NO
